"","SSB_MSY_om","TotYield_MSY_om","SSB_Unfished_om","depletion_om","params_on_bound_om","NatM_p_1_Fem_GP_1_om","L_at_Amin_Fem_GP_1_om","L_at_Amax_Fem_GP_1_om","VonBert_K_Fem_GP_1_om","CV_young_Fem_GP_1_om","CV_old_Fem_GP_1_om","Wtlen_1_Fem_om","Wtlen_2_Fem_om","Mat50._Fem_om","Mat_slope_Fem_om","Eggs.kg_inter_Fem_om","Eggs.kg_slope_wt_Fem_om","RecrDist_GP_1_om","RecrDist_Area_1_om","RecrDist_Seas_1_om","CohortGrowDev_om","L_at_Amax_Fem_GP_1_ENV_add_om","SR_LN_R0_om","SR_BH_steep_om","SR_sigmaR_om","SR_envlink_om","SR_R1_offset_om","SR_autocorr_om","InitF_1Fishery_om","LnQ_base_1_Fishery_om","LnQ_base_2_Survey_om","LnQ_base_3_CPUE_om","AgeSel_1P_1_Fishery_om","AgeSel_1P_2_Fishery_om","AgeSel_1P_3_Fishery_om","AgeSel_1P_4_Fishery_om","AgeSel_1P_5_Fishery_om","AgeSel_1P_6_Fishery_om","AgeSel_2P_1_Survey_om","AgeSel_2P_2_Survey_om","AgeSel_2P_3_Survey_om","AgeSel_2P_4_Survey_om","AgeSel_2P_5_Survey_om","AgeSel_2P_6_Survey_om","Catch_endyear_om","NLL_TOTAL_om","NLL_Catch_om","NLL_Equil_catch_om","NLL_Survey_om","NLL_Discard_om","NLL_Mean_body_wt_om","NLL_Length_comp_om","NLL_Age_comp_om","NLL_Size_at_age_om","NLL_SizeFreq_om","NLL_Morphcomp_om","NLL_Tag_comp_om","NLL_Tag_negbin_om","NLL_Recruitment_om","NLL_Forecast_Recruitment_om","NLL_Parm_priors_om","NLL_Parm_softbounds_om","NLL_Parm_devs_om","NLL_Crash_Pen_om","SSB_MSY_em","TotYield_MSY_em","SSB_Unfished_em","depletion_em","params_on_bound_em","params_stuck_low_em","params_stuck_high_em","NatM_p_1_Fem_GP_1_em","L_at_Amin_Fem_GP_1_em","L_at_Amax_Fem_GP_1_em","VonBert_K_Fem_GP_1_em","CV_young_Fem_GP_1_em","CV_old_Fem_GP_1_em","Wtlen_1_Fem_em","Wtlen_2_Fem_em","Mat50._Fem_em","Mat_slope_Fem_em","Eggs.kg_inter_Fem_em","Eggs.kg_slope_wt_Fem_em","RecrDist_GP_1_em","RecrDist_Area_1_em","RecrDist_Seas_1_em","CohortGrowDev_em","SR_LN_R0_em","SR_BH_steep_em","SR_sigmaR_em","SR_envlink_em","SR_R1_offset_em","SR_autocorr_em","InitF_1Fishery_em","LnQ_base_1_Fishery_em","LnQ_base_2_Survey_em","LnQ_base_3_CPUE_em","AgeSel_1P_1_Fishery_em","AgeSel_1P_2_Fishery_em","AgeSel_1P_3_Fishery_em","AgeSel_1P_4_Fishery_em","AgeSel_1P_5_Fishery_em","AgeSel_1P_6_Fishery_em","AgeSel_2P_1_Survey_em","AgeSel_2P_2_Survey_em","AgeSel_2P_3_Survey_em","AgeSel_2P_4_Survey_em","AgeSel_2P_5_Survey_em","AgeSel_2P_6_Survey_em","Catch_endyear_em","NLL_TOTAL_em","NLL_Catch_em","NLL_Equil_catch_em","NLL_Survey_em","NLL_Discard_em","NLL_Mean_body_wt_em","NLL_Length_comp_em","NLL_Age_comp_em","NLL_Size_at_age_em","NLL_SizeFreq_em","NLL_Morphcomp_em","NLL_Tag_comp_em","NLL_Tag_negbin_em","NLL_Recruitment_em","NLL_Forecast_Recruitment_em","NLL_Parm_priors_em","NLL_Parm_softbounds_em","NLL_Parm_devs_em","NLL_Crash_Pen_em","bias1","bias2","bias3","bias4","bias5","bias.converged","bias.tried","scenario","replicate","D","F","G","X","species","max_grad","version","RunTime","hessian","ID"
"62",215129000,32.052,580652000,0.33927205968463,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,35.1278,329063,1.1899e-07,0,-133.313,NA,NA,NA,11509.2,317632,NA,NA,NA,NA,54.9667,0,0,0,0,0,181992000,27.6126,512526000,0.289347272138389,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.4752,0.44,0.5,0,0,0,0,0,0.198191,0,21.5488,-1,4.12786,15,-999,999,18.5524,-1,4.12254,15,-999,999,35.1278,66200.2,6.49474e-09,0,63994.2,NA,NA,NA,2225.49,NA,NA,NA,NA,NA,-19.5557,0,0,0.000878619,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-yellow-age",2,"D4","F0","G0","X4","yellow-age",1.71255e-06,"#V3.24O",2.8,FALSE,"D4-F0-G0-X4-yellow-age-2"
"63",215129000,32.052,580652000,0.330847047801437,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,33.8824,329260,9.43225e-08,0,-133.313,NA,NA,NA,11679,317657,NA,NA,NA,NA,57.1369,0,0,0,0,0,205115000,30.0769,545094000,0.297324865069144,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.53681,0.44,0.5,0,0,0,0,0,0.0457894,0,21.4581,-1,4.11086,15,-999,999,17.5724,-1,3.98134,15,-999,999,33.8824,67056.9,5.12669e-09,0,64852.5,NA,NA,NA,2225.47,NA,NA,NA,NA,NA,-21.1056,0,0,0.000915645,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-yellow-age",3,"D4","F0","G0","X4","yellow-age",0.0108239,"#V3.24O",2.75,FALSE,"D4-F0-G0-X4-yellow-age-3"
"64",215129000,32.052,580652000,0.361748517184131,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,37.2381,329262,1.14138e-07,0,-133.313,NA,NA,NA,11709.7,317632,NA,NA,NA,NA,53.3458,0,0,0,0,0,197915000,35.8507,531862000,0.325266704521098,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.51223,0.44,0.5,0,0,0,0,0,0.0978059,0,21.7781,-1,4.17268,15,-999,999,18.2431,-1,3.96049,15,-999,999,37.2381,66413.1,5.40349e-09,0,64270,NA,NA,NA,2166.51,NA,NA,NA,NA,NA,-23.44,0,0,0.000901734,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-yellow-age",4,"D4","F0","G0","X4","yellow-age",0.000315057,"#V3.24O",3.13333333333333,FALSE,"D4-F0-G0-X4-yellow-age-4"
"65",215129000,32.052,580652000,0.329329787893609,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,33.9855,328964,1.15953e-07,0,-133.313,NA,NA,NA,11412.4,317632,NA,NA,NA,NA,53.4033,0,0,0,0,0,177774000,29.8577,529529000,0.317272519540951,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.50784,0.44,0.5,0,0,0,0,0,0.0103867,0,21.5184,-1,4.13269,15,-999,999,18.6432,-1,4.1668,15,-999,999,33.9855,66287.8,5.29957e-09,0,64031.2,NA,NA,NA,2279.13,NA,NA,NA,NA,NA,-22.5863,0,0,0.000869539,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-yellow-age",5,"D4","F0","G0","X4","yellow-age",4.83899e-06,"#V3.24O",2.66666666666667,FALSE,"D4-F0-G0-X4-yellow-age-5"
"66",215129000,32.052,580652000,0.356816130832237,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,36.8103,329013,9.35868e-08,0,-133.313,NA,NA,NA,11488.6,317614,NA,NA,NA,NA,43.6296,0,0,0,0,0,193866000,33.6623,537850000,0.294297666635679,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.52343,0.44,0.5,0,0,0,0,0,0.122822,0,21.1971,-1,4.09853,15,-999,999,17.9592,-1,4.15959,15,-999,999,36.8103,66605.3,5.31372e-09,0,64388.3,NA,NA,NA,2242.3,NA,NA,NA,NA,NA,-25.2665,0,0,0.000882524,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-yellow-age",6,"D4","F0","G0","X4","yellow-age",5.43571e-07,"#V3.24O",2.86666666666667,FALSE,"D4-F0-G0-X4-yellow-age-6"
"67",222859000,0,580652000,0.180953479881237,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,21.5396,353988,24763.3,0,-45.7463,NA,NA,NA,11804.1,317403,NA,NA,NA,NA,63.206,0,0,0,0,0,190460000,0,496238000,0.22949471826019,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.4429,0.44,0.5,0,0,0,0,0,-0.086266,0,21.3211,-1,4.09629,15,-999,999,17.8499,-1,3.95078,15,-999,999,21.5396,64608.1,7.27498e-09,0,62354,NA,NA,NA,2274.71,NA,NA,NA,NA,NA,-20.6152,0,0,0.000921985,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-yellow-age",1,"D4","F0","G1","X4","yellow-age",2.13079e-06,"#V3.24O",2.73333333333333,FALSE,"D4-F0-G1-X4-yellow-age-1"
"68",223626000,0,580652000,0.188739554845243,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,22.5137,354478,25364.4,0,-43.6544,NA,NA,NA,11695.6,317406,NA,NA,NA,NA,54.9667,0,0,0,0,0,203137000,0,527450000,0.181859512750024,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.5039,0.44,0.5,0,0,0,0,0,0.0854687,0,21.4304,-1,4.102,15,-999,999,18.85,-1,4.2044,15,-999,999,22.5137,64682.2,8.76652e-09,0,62480.7,NA,NA,NA,2219.72,NA,NA,NA,NA,NA,-18.1746,0,0,0.000868172,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-yellow-age",2,"D4","F0","G1","X4","yellow-age",9.74695e-06,"#V3.24O",2.9,FALSE,"D4-F0-G1-X4-yellow-age-2"
"69",222900000,0,580652000,0.184718213318821,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,21.8839,354509,25181.3,0,-44.8279,NA,NA,NA,11884.2,317431,NA,NA,NA,NA,57.1369,0,0,0,0,0,213450000,0,556034000,0.190966739443991,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.55668,0.44,0.5,0,0,0,0,0,-0.00242193,0,21.2918,-1,4.09038,15,-999,999,17.804,-1,3.98128,15,-999,999,21.8839,65531.6,6.96034e-09,0,63325.7,NA,NA,NA,2229.14,NA,NA,NA,NA,NA,-23.2596,0,0,0.000917791,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-yellow-age",3,"D4","F0","G1","X4","yellow-age",0.00743224,"#V3.24O",2.68333333333333,FALSE,"D4-F0-G1-X4-yellow-age-3"
"70",223051000,0,580652000,0.201278907159538,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,23.9672,354673,25325.8,0,-43.9603,NA,NA,NA,11930.9,317407,NA,NA,NA,NA,53.3458,0,0,0,0,0,223716000,0,582383000,0.240158109010737,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.60298,0.44,0.5,0,0,0,0,0,-0.190122,0,21.3895,-1,4.13449,15,-999,999,17.5185,-1,3.98867,15,-999,999,23.9672,64875.7,4.98685e-09,0,62727,NA,NA,NA,2168.63,NA,NA,NA,NA,NA,-19.9281,0,0,0.00091085,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-yellow-age",4,"D4","F0","G1","X4","yellow-age",7.45379e-05,"#V3.24O",2.98333333333333,FALSE,"D4-F0-G1-X4-yellow-age-4"
"71",223097000,0,580652000,0.184597659183125,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,21.981,353841,24774.9,0,-46.0663,NA,NA,NA,11651.8,317407,NA,NA,NA,NA,53.4033,0,0,0,0,0,220335000,0,573464000,0.223518825941995,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.58754,0.44,0.5,0,0,0,0,0,-0.157962,0,21.2819,-1,4.11162,15,-999,999,18.1946,-1,4.01953,15,-999,999,21.981,64830,5.42419e-09,0,62556.2,NA,NA,NA,2296.37,NA,NA,NA,NA,NA,-22.5904,0,0,0.000903622,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-yellow-age",5,"D4","F0","G1","X4","yellow-age",0.00146873,"#V3.24O",3.01666666666667,FALSE,"D4-F0-G1-X4-yellow-age-5"
"72",223146000,0,580652000,0.198941879128979,0,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,1,5.6,0.44,0.5,0,0,0,0,0,0,0,21.2,-1,4.08,15,-999,999,18.28,-1,4.08,15,-999,999,23.7019,354371,25272.2,0,-44.0839,NA,NA,NA,11710.2,317388,NA,NA,NA,NA,43.6296,0,0,0,0,0,221415000,0,576147000,0.21869071608461,0,NA,NA,0.08,18,62,0.047,0.13,0.13,9.77e-06,3.17125,14.6,-0.474,137900,36500,1,1,1,1,5.59221,0.44,0.5,0,0,0,0,0,-0.134771,0,20.8906,-1,4.06226,15,-999,999,17.6166,-1,4.13084,15,-999,999,23.7019,65129.3,5.08429e-09,0,62894.5,NA,NA,NA,2258.44,NA,NA,NA,NA,NA,-23.7115,0,0,0.000899415,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-yellow-age",6,"D4","F0","G1","X4","yellow-age",1.79168e-06,"#V3.24O",2.85,FALSE,"D4-F0-G1-X4-yellow-age-6"
"73",1345900,409881,5007440,0.14606825044334,0,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,133548,153618,3.90644e-07,0,8.81813e-11,NA,NA,NA,6079.37,147445,NA,NA,NA,NA,93.0723,0,0,0,0,0,727098,231911,3328140,0.235916457841317,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.5915,0.82,1.4,0,0,0,0,0,-0.156325,0,4.30994,-1,1.0882,15,-999,999,3.72166,-1,1.09532,15,-999,999,133548,117037,2.9324e-12,0,116387,NA,NA,NA,580.116,NA,NA,NA,NA,NA,70.3347,0,0,0.000881973,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-hake-age",1,"D4","F0","G0","X4","hake-age",3.06774e-07,"#V3.24O",0.916666666666667,FALSE,"D4-F0-G0-X4-hake-age-1"
"74",1345900,409881,5007440,0.275166552170371,0,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,233695,153473,6.1431e-07,0,1.24379e-10,NA,NA,NA,5886.36,147509,NA,NA,NA,NA,77.0287,0,0,0,0,0,918323,491957,4199100,0.232992307875497,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.8239,0.82,1.4,0,0,0,0,0,0.0986429,0,4.39752,-1,1.15866,15,-999,999,3.97111,-1,1.33997,15,-999,999,233695,116767,1.41562e-11,0,116140,NA,NA,NA,553.942,NA,NA,NA,NA,NA,73.1791,0,0,0.000689313,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-hake-age",2,"D4","F0","G0","X4","hake-age",9.65685e-05,"#V3.24O",0.9,FALSE,"D4-F0-G0-X4-hake-age-2"
"75",1345900,409881,5007440,0.152746712891218,0,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,139315,153829,7.89645e-07,0,7.4797e-11,NA,NA,NA,6013.49,147735,NA,NA,NA,NA,80.0354,0,0,0,0,0,1286140,354497,4383410,0.19743898015472,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.8669,0.82,1.4,0,0,0,0,0,0.00202683,0,4.27116,-1,1.03638,15,-999,999,3.90093,-1,1.189,15,-999,999,139315,114866,2.05839e-11,0,114180,NA,NA,NA,613.216,NA,NA,NA,NA,NA,72.5641,0,0,0.000858006,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-hake-age",3,"D4","F0","G0","X4","hake-age",5.77014e-05,"#V3.24O",0.9,FALSE,"D4-F0-G0-X4-hake-age-3"
"76",1345900,409881,5007440,0.129570598948764,0,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,136310,153110,7.54748e-07,0,1.36176e-10,NA,NA,NA,5681.28,147353,NA,NA,NA,NA,75.6709,0,0,0,0,0,1213110,421697,4780370,0.121606486527193,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.9536,0.82,1.4,0,0,0,0,0,-0.00744473,0,4.32091,-1,1.09576,15,-999,999,3.64148,-1,1.071,15,-999,999,136310,116670,6.96257e-12,0,116011,NA,NA,NA,591.841,NA,NA,NA,NA,NA,67.146,0,0,0.000896044,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-hake-age",4,"D4","F0","G0","X4","hake-age",7.59253e-05,"#V3.24O",0.9,FALSE,"D4-F0-G0-X4-hake-age-4"
"77",1345900,409881,5007440,0.895255859281389,0,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,809249,153707,5.60643e-07,0,1.01008e-10,NA,NA,NA,6207.15,147425,NA,NA,NA,NA,74.9691,0,0,0,0,0,1318350,341402,4345820,0.740753183518876,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.8583,0.82,1.4,0,0,0,0,0,0.184952,0,4.4443,-1,1.17334,15,-999,999,3.72146,-1,1.02894,15,-999,999,809249,117243,2.04688e-11,0,116586,NA,NA,NA,589.173,NA,NA,NA,NA,NA,68.4975,0,0,0.000870296,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-hake-age",5,"D4","F0","G0","X4","hake-age",4.21967e-06,"#V3.24O",0.883333333333333,FALSE,"D4-F0-G0-X4-hake-age-5"
"78",1345900,409881,5007440,0.175377238668861,0,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,159365,152980,3.82774e-07,0,1.43796e-10,NA,NA,NA,5626.39,147292,NA,NA,NA,NA,60.9233,0,0,0,0,0,1448800,485532,4986810,0.123867562630219,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.9959,0.82,1.4,0,0,0,0,0,0.0270344,0,4.32322,-1,1.06674,15,-999,999,3.7992,-1,1.16029,15,-999,999,159365,116070,1.97047e-11,0,115416,NA,NA,NA,590.689,NA,NA,NA,NA,NA,62.5438,0,0,0.000852815,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G0-X4-hake-age",6,"D4","F0","G0","X4","hake-age",0.000149454,"#V3.24O",0.916666666666667,FALSE,"D4-F0-G0-X4-hake-age-6"
"79",1207130,373568,5007440,0.105489032319908,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,99775.4,266246,96970.1,0,15.9585,NA,NA,NA,6021.6,163145,NA,NA,NA,NA,93.0723,0,0,0,0,0,719627,231273,3257050,0.114337206981778,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.5699,0.82,1.4,0,0,0,0,0,0.157871,0,4.32304,-1,1.10598,15,-999,999,3.86976,-1,1.12906,15,-999,999,99775.4,111527,1.01615e-11,0,110861,NA,NA,NA,595.146,NA,NA,NA,NA,NA,70.4083,0,0,0.000844548,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-hake-age",1,"D4","F0","G1","X4","hake-age",4.56261e-05,"#V3.24O",0.883333333333333,FALSE,"D4-F0-G1-X4-hake-age-1"
"80",1207130,373568,5007440,0.198885458437844,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,173837,268304,99290.6,0,16.696,NA,NA,NA,5820.21,163099,NA,NA,NA,NA,77.0287,0,0,0,0,0,975095,386557,4241980,0.140920749272745,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.8341,0.82,1.4,0,0,0,0,0,0.270705,0,4.36007,-1,1.14781,15,-999,999,4.0532,-1,1.32296,15,-999,999,173837,111093,4.28316e-11,0,110426,NA,NA,NA,592.875,NA,NA,NA,NA,NA,73.4749,0,0,0.000706855,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-hake-age",2,"D4","F0","G1","X4","hake-age",0.00268645,"#V3.24O",0.9,FALSE,"D4-F0-G1-X4-hake-age-2"
"81",1207130,373568,5007440,0.0974142475995718,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,91913.9,273416,104080,0,17.6496,NA,NA,NA,5931.76,163306,NA,NA,NA,NA,80.0354,0,0,0,0,0,1106350,350208,4387950,0.0950728700190294,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.8679,0.82,1.4,0,0,0,0,0,0.160962,0,4.25958,-1,1.03149,15,-999,999,3.945,-1,1.22297,15,-999,999,91913.9,108997,6.19137e-12,0,108291,NA,NA,NA,633.089,NA,NA,NA,NA,NA,72.8937,0,0,0.000842281,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-hake-age",3,"D4","F0","G1","X4","hake-age",7.62656e-05,"#V3.24O",0.9,FALSE,"D4-F0-G1-X4-hake-age-3"
"82",1207130,373568,5007440,0.0962519770581375,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,105207,260180,91686.8,0,15.0428,NA,NA,NA,5628.25,162774,NA,NA,NA,NA,75.6709,0,0,0,0,0,1570830,373325,5042930,0.0686142778107172,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,15.0071,0.82,1.4,0,0,0,0,0,0.0629266,0,4.21465,-1,1.07624,15,-999,999,3.57612,-1,0.986114,15,-999,999,105207,111255,3.14947e-11,0,110589,NA,NA,NA,600.474,NA,NA,NA,NA,NA,65.9998,0,0,0.000978935,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-hake-age",4,"D4","F0","G1","X4","hake-age",1.51867e-07,"#V3.24O",0.883333333333333,FALSE,"D4-F0-G1-X4-hake-age-4"
"83",1207130,373568,5007440,0.700317926924736,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,653488,270480,101156,0,17.1767,NA,NA,NA,6155.53,163076,NA,NA,NA,NA,74.9691,0,0,0,0,0,811985,306419,4278150,0.526110585182848,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.8426,0.82,1.4,0,0,0,0,0,0.270652,0,4.3798,-1,1.13706,15,-999,999,4.12137,-1,1.32762,15,-999,999,653488,111442,5.2495e-11,0,110794,NA,NA,NA,579.327,NA,NA,NA,NA,NA,69.3547,0,0,0.000713021,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-hake-age",5,"D4","F0","G1","X4","hake-age",6.85601e-05,"#V3.24O",0.9,FALSE,"D4-F0-G1-X4-hake-age-5"
"84",1207130,373568,5007440,0.131291238636908,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,1,15,0.82,1.4,0,0,0,0,0,0,0,4.33,-1,1.1,15,-999,999,3.72,-1,1.06,15,-999,999,123369,265947,97364.4,0,16.256,NA,NA,NA,5571.94,162933,NA,NA,NA,NA,60.9233,0,0,0,0,0,1193200,353139,4840920,0.0695995802450774,0,NA,NA,0.22,5,55,0.4,0.1,0.1,7e-06,2.95,2.835,-2.208,1,0,1,1,1,1,14.9662,0.82,1.4,0,0,0,0,0,0.186156,0,4.30292,-1,1.07099,15,-999,999,3.49788,-1,0.888955,15,-999,999,123369,110479,2.34496e-10,0,109818,NA,NA,NA,596.862,NA,NA,NA,NA,NA,64.045,0,0,0.00106574,0,0,NA,NA,NA,NA,NA,NA,NA,"D4-F0-G1-X4-hake-age",6,"D4","F0","G1","X4","hake-age",4.14933e-06,"#V3.24O",0.9,FALSE,"D4-F0-G1-X4-hake-age-6"
